ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
AGNC,AGNC Investment Corp.,AGNC Investment Corp.,11.0,11.0,12.91,12.91,Real Estate,,12.19,7.85,21377425,12196477952
