ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
TWO,Two Harbors Investment Corp.,Two Harbors Investment Corp,11.02,11.02,12.85,12.85,Real Estate,,14.17,8.78,853315,1157576064
