ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
XYLD,Global X S&P 500 Covered Call ETF,Global X S&P 500 Covered Call E,41.24,41.24,9.29,0.0929,,Derivative Income,41.24,38.22,946266,0
