Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2026-02-27 00:00:00-05:00,,,,,0,0.12,0.0
2026-03-02 00:00:00-05:00,6.914134979248047,6.969744590642628,6.700964581262538,6.78437921932736,7481100,0.0,0.0
2026-03-03 00:00:00-05:00,6.830719947814941,6.941939164199197,6.775110339622814,6.839988436819903,6396500,0.0,0.0
2026-03-04 00:00:00-05:00,6.858525276184082,6.941939471188105,6.8214522024165385,6.895598349951626,4937600,0.0,0.0
2026-03-05 00:00:00-05:00,6.858525276184082,6.923402934304334,6.812183713001702,6.812183713001702,4514600,0.0,0.0
2026-03-06 00:00:00-05:00,6.747305870056152,6.839988551936205,6.691695818982232,6.812183526399245,7095600,0.0,0.0
2026-03-09 00:00:00-04:00,6.728769302368164,6.7473058386579154,6.478525399537687,6.691695787842775,9926800,0.0,0.0
2026-03-10 00:00:00-04:00,6.904867172241211,6.960477231078636,6.7380383215667825,6.765843350985496,8307100,0.0,0.0
2026-03-11 00:00:00-04:00,6.886329650878906,6.9419392598371585,6.830720041920654,6.867793114559489,3589700,0.0,0.0
2026-03-12 00:00:00-04:00,6.775110721588135,6.9326715079883545,6.775110721588135,6.858525359551994,5166200,0.0,0.0
2026-03-13 00:00:00-04:00,6.6916961669921875,6.867793492695391,6.663891581955103,6.839988907658307,5453700,0.0,0.0
2026-03-16 00:00:00-04:00,6.738037586212158,6.867793344798062,6.719501049271314,6.756574123153001,4828400,0.0,0.0
2026-03-17 00:00:00-04:00,6.710233211517334,6.830720934307383,6.691696672776246,6.802916347168722,6316500,0.0,0.0
2026-03-18 00:00:00-04:00,6.608282089233398,6.728769805091671,6.599013599423107,6.673159750121762,7147400,0.0,0.0
2026-03-19 00:00:00-04:00,6.617549896240234,6.682427996713162,6.552672237713209,6.561940285240254,4892300,0.0,0.0
2026-03-20 00:00:00-04:00,6.32096529006958,6.645354907815175,6.302428753111143,6.608281833898302,18505900,0.0,0.0
2026-03-23 00:00:00-04:00,6.395111560821533,6.478525757764823,6.3302334592470535,6.395111560821533,9119800,0.0,0.0
2026-03-24 00:00:00-04:00,6.441452980041504,6.51559957466394,6.311697212857618,6.339502241084274,7381300,0.0,0.0
2026-03-25 00:00:00-04:00,6.62681770324707,6.682427308520067,6.506330004182648,6.506330004182648,5598300,0.0,0.0
2026-03-26 00:00:00-04:00,6.478525638580322,6.617549886856077,6.46925759106642,6.608281839342174,5443100,0.0,0.0
2026-03-27 00:00:00-04:00,6.367306709289551,6.487794426127511,6.339502123524435,6.469257888302127,5986200,0.0,0.0
2026-03-30 00:00:00-04:00,6.404379367828369,6.524867076819064,6.348769757974024,6.4229159044464845,8912800,0.0,0.0
2026-03-31 00:00:00-04:00,6.630749225616455,6.649613358487432,6.432675605592989,6.470403871334944,7494100,0.12,0.0
2026-04-01 00:00:00-04:00,6.574156761169434,6.696773856869671,6.545860785088721,6.63074961284372,8083700,0.0,0.0
2026-04-02 00:00:00-04:00,6.649613380432129,6.668477513365361,6.451539759754991,6.479835734276636,5096500,0.0,0.0
2026-04-06 00:00:00-04:00,6.7722296714782715,6.7722296714782715,6.630748906630371,6.64018074773392,4966900,0.0,0.0
2026-04-07 00:00:00-04:00,6.659045219421387,6.781662308317737,6.6401810864955175,6.753365884050731,4026100,0.0,0.0
2026-04-08 00:00:00-04:00,6.7722296714782715,6.828822067368709,6.734501407551314,6.7910938034417505,4528900,0.0,0.0
2026-04-09 00:00:00-04:00,6.781662464141846,6.857118997579106,6.76279833078253,6.76279833078253,4662300,0.0,0.0
2026-04-10 00:00:00-04:00,6.791094779968262,6.828823049320362,6.743934668156361,6.800527072184511,3464200,0.0,0.0
2026-04-13 00:00:00-04:00,6.781662464141846,6.80995843930261,6.696773639146719,6.781662464141846,3377400,0.0,0.0
2026-04-14 00:00:00-04:00,6.885415077209473,6.885415077209473,6.7816621240579895,6.791093965386455,4445200,0.0,0.0
2026-04-15 00:00:00-04:00,6.942007541656494,6.951439383076272,6.828822296324382,6.885415143868637,4495500,0.0,0.0
2026-04-16 00:00:00-04:00,6.413811683654785,6.555292459961831,6.244034032476059,6.555292459961831,25812000,0.0,0.0
2026-04-17 00:00:00-04:00,6.640181064605713,6.677909330333077,6.44210744465885,6.460971577522532,9056100,0.0,0.0
2026-04-20 00:00:00-04:00,6.611885070800781,6.649613336417517,6.508132115476557,6.555292222619275,7425300,0.0,0.0
2026-04-21 00:00:00-04:00,6.508132457733154,6.68734195371531,6.479836032154318,6.630749552314065,7341100,0.0,0.0
2026-04-22 00:00:00-04:00,6.555293083190918,6.583589510996395,6.508132969857073,6.555293083190918,4699600,0.0,0.0
2026-04-23 00:00:00-04:00,6.451539993286133,6.564724794982558,6.423243567983816,6.555292503296311,6422900,0.0,0.0
2026-04-24 00:00:00-04:00,6.649613380432129,6.687341646298592,6.489268025621455,6.545860424421151,7593400,0.0,0.0
2026-04-27 00:00:00-04:00,6.743934154510498,6.772230129491211,6.659045330055533,6.66847762155338,5057800,0.0,0.0
