ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
MORT,VanEck Mortgage REIT Income ETF,VanEck Mortgage REIT Income ETF,10.58,10.58,13.08,0.1308,,Real Estate,11.44,9.7,1336987,0
