ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
DIVO,Amplify CWP Enhanced Dividend Income ETF,Amplify CWP Enhanced Dividend I,46.99,46.99,4.97,0.0497,,Derivative Income,47.3001,36.2,838693,0
