ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
SDIV,Global X SuperDividend ETF,Global X SuperDividend ETF,24.41,24.41,9.02,0.09020001,,Global Small/Mid Stock,26.44,22.9,260325,0
