ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
ARR,"ARMOUR Residential REIT, Inc.","ARMOUR Residential REIT, Inc.",16.15,16.15,17.87,17.87,Real Estate,,19.31,13.98,3256209,2286081536
