ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
REM,iShares Mortgage Real Estate Capped ETF,iShares Mortgage Real Estate ET,22.05,22.05,9.0,0.09,,Real Estate,24.05,20.41,187777,0
