Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-12-30 00:00:00-05:00,55.65780307669554,55.68658912249165,55.561859350757935,55.62902069091797,5111400,0.0,0.0,0.0
2025-12-31 00:00:00-05:00,55.645454793265,55.645454793265,55.302322761236915,55.32648849487305,4299900,0.427,0.0,0.0
2026-01-02 00:00:00-05:00,55.46180413839195,55.46180413839195,55.13317009310031,55.40380859375,7480500,0.0,0.0,0.0
2026-01-05 00:00:00-05:00,55.41347835223553,55.64545316479121,55.35548280551003,55.548797607421875,7731400,0.0,0.0,0.0
2026-01-06 00:00:00-05:00,55.53912387410915,56.08040452389053,55.48113202078552,56.01274490356445,6191600,0.0,0.0,0.0
2026-01-07 00:00:00-05:00,56.06107623734788,56.17706363853395,55.79043773885604,55.829097747802734,8869500,0.0,0.0,0.0
2026-01-08 00:00:00-05:00,55.78077670337738,56.15773856810709,55.693785220195636,56.09974670410156,5455800,0.0,0.0,0.0
2026-01-09 00:00:00-05:00,56.1577320985532,56.37037874120507,56.1577320985532,56.30271911621094,4458800,0.0,0.0,0.0
2026-01-12 00:00:00-05:00,56.196396416005655,56.360715283645455,56.11133702057017,56.35104751586914,4573800,0.0,0.0,0.0
2026-01-13 00:00:00-05:00,56.33171504487327,56.36941270187273,56.1577320985532,56.30271911621094,4418600,0.0,0.0,0.0
2026-01-14 00:00:00-05:00,56.21573033270917,56.40904513644435,56.128738855387006,56.389713287353516,5324000,0.0,0.0,0.0
2026-01-15 00:00:00-05:00,56.50569575661723,56.5926872263371,56.399372439495956,56.47669982910156,5298700,0.0,0.0,0.0
2026-01-16 00:00:00-05:00,56.49603063745109,56.54435841147933,56.34137954825704,56.457366943359375,4556300,0.0,0.0,0.0
2026-01-20 00:00:00-05:00,55.954753412058444,56.09007266250255,55.61645528594818,55.69377899169922,7837600,0.0,0.0,0.0
2026-01-21 00:00:00-05:00,55.84843438708663,56.37038326796133,55.77014463597675,56.244728088378906,6261900,0.0,0.0,0.0
2026-01-22 00:00:00-05:00,56.43804106649401,56.54919827697302,56.278556076874494,56.389713287353516,4143000,0.0,0.0,0.0
2026-01-23 00:00:00-05:00,56.35105165963336,56.43804314015179,56.26599594511638,56.42837905883789,4613500,0.0,0.0,0.0
2026-01-26 00:00:00-05:00,56.486361689124955,56.71834016165142,56.47669760939053,56.65068054199219,4133700,0.0,0.0,0.0
2026-01-27 00:00:00-05:00,56.65068331853635,56.67001516612544,56.48636445761558,56.631351470947266,4964500,0.0,0.0,0.0
2026-01-28 00:00:00-05:00,56.55402485799069,56.63618613316694,56.39937376232506,56.46703338623047,4173900,0.0,0.0,0.0
2026-01-29 00:00:00-05:00,56.602361097187064,56.670020726801425,56.26405926194198,56.59269332885742,5071400,0.0,0.0,0.0
2026-01-30 00:00:00-05:00,56.525032375595295,56.6361895857435,56.215730165408786,56.602359771728516,6366400,0.0,0.0,0.0
2026-02-02 00:00:00-05:00,56.557630690648516,56.8687642797998,56.47012888899561,56.80070114135742,5285500,0.344,0.0,0.0
2026-02-03 00:00:00-05:00,56.73264329992832,56.88820824437814,56.35345397964191,56.645137786865234,6102300,0.0,0.0,0.0
2026-02-04 00:00:00-05:00,56.781253490891075,57.07293726283516,56.70833162066496,56.95626449584961,6867400,0.0,0.0,0.0
2026-02-05 00:00:00-05:00,56.82986873650262,56.95626640186036,56.55762732581205,56.62569046020508,6391200,0.0,0.0,0.0
2026-02-06 00:00:00-05:00,56.87848043526915,57.52990740525243,56.87848043526915,57.47157287597656,5977400,0.0,0.0,0.0
2026-02-09 00:00:00-05:00,57.403516108408894,57.47157553501993,57.218780199927025,57.4229621887207,5075900,0.0,0.0,0.0
2026-02-10 00:00:00-05:00,57.49102507760925,57.75354161418729,57.47157899612635,57.56880569458008,4957400,0.0,0.0,0.0
2026-02-11 00:00:00-05:00,57.74381663963964,57.75354153484813,57.413240672805955,57.62714385986328,4714000,0.0,0.0,0.0
2026-02-12 00:00:00-05:00,57.82160013592187,58.06467058719585,57.34518041948214,57.37434768676758,7075400,0.0,0.0,0.0
2026-02-13 00:00:00-05:00,57.41324315229648,57.94799743407328,57.34518371874094,57.666038513183594,5642200,0.0,0.0,0.0
2026-02-17 00:00:00-05:00,57.597974192542075,57.821598556530574,57.23336852559027,57.55908203125,5306600,0.0,0.0,0.0
2026-02-18 00:00:00-05:00,57.75354145566945,57.808960747815185,57.52991337371022,57.685482025146484,4274900,0.0,0.0,0.0
2026-02-19 00:00:00-05:00,57.59797401021209,57.656308543004904,57.39379201855534,57.61741638183594,4678200,0.0,0.0,0.0
2026-02-20 00:00:00-05:00,57.54936167062461,57.92855470965715,57.45699741647957,57.84104919433594,4613400,0.0,0.0,0.0
2026-02-23 00:00:00-05:00,57.71464963677991,57.899381848020255,57.3393473099787,57.51047134399414,6493100,0.0,0.0,0.0
2026-02-24 00:00:00-05:00,57.510470738825155,57.850767889887244,57.43754886103735,57.802154541015625,5437700,0.0,0.0,0.0
2026-02-25 00:00:00-05:00,57.9236934018619,57.952860671222695,57.66992628974774,57.86049270629883,4503700,0.0,0.0,0.0
2026-02-26 00:00:00-05:00,57.938270568847656,58.020913628785074,57.622278253189805,57.938270568847656,5137000,0.0,0.0,0.0
2026-02-27 00:00:00-05:00,57.64658751973881,58.23967999787565,57.64658751973881,58.22023391723633,5019400,0.0,0.0,0.0
2026-03-02 00:00:00-05:00,57.83978351870153,58.26522121774037,57.73122383714767,58.07450866699219,4873700,0.351,0.0,0.0
2026-03-03 00:00:00-05:00,57.38011990342255,57.73709690579208,56.8422125716642,57.53660583496094,7045300,0.0,0.0,0.0
2026-03-04 00:00:00-05:00,57.67352283730004,57.8886835148781,57.409458444480464,57.781105041503906,6071300,0.0,0.0,0.0
2026-03-05 00:00:00-05:00,57.55616164513231,57.65396535030393,56.95957583231992,57.33121871948242,7232800,0.0,0.0,0.0
