ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,Invesco S&P 500 High Dividend L,49.33,49.33,4.31,0.0431,,Large Value,53.07,45.8,527666,0
