Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-01-05 00:00:00-05:00,21.909778833042743,21.94857340660702,21.618813056607138,21.90007972717285,782200,0.0,0.0,0.0
2026-01-06 00:00:00-05:00,21.92917651561569,22.01646661642306,21.715799891457575,21.997068405151367,699000,0.0,0.0,0.0
2026-01-07 00:00:00-05:00,21.997068565211244,22.113454133857772,21.744897366590088,21.76429557800293,788400,0.0,0.0,0.0
2026-01-08 00:00:00-05:00,21.803090175118037,22.258938894249564,21.715800073578606,22.064960479736328,880300,0.0,0.0,0.0
2026-01-09 00:00:00-05:00,22.375323587050513,22.57900109930714,22.29773259426589,22.32682991027832,1072700,0.0,0.0,0.0
2026-01-12 00:00:00-05:00,22.336528056342956,22.355924416269715,22.084356878143975,22.28803253173828,625900,0.0,0.0,0.0
2026-01-13 00:00:00-05:00,22.355924941458856,22.355924941458856,22.084357396953404,22.191043853759766,518300,0.0,0.0,0.0
2026-01-14 00:00:00-05:00,22.200744939514017,22.50141167620451,22.084359367175708,22.49171257019043,529800,0.0,0.0,0.0
2026-01-15 00:00:00-05:00,22.482013658270702,22.879667758704418,22.375325341110077,22.86026954650879,843100,0.0,0.0,0.0
2026-01-16 00:00:00-05:00,22.860267867063854,23.30641746520996,22.860267867063854,23.30641746520996,791400,0.0,0.0,0.0
2026-01-20 00:00:00-05:00,23.063945682316035,23.063945682316035,22.73418349456008,22.76327896118164,755200,0.0,0.0,0.0
2026-01-21 00:00:00-05:00,22.889364717333706,22.889364717333706,22.530505225043925,22.869966506958008,805600,0.0,0.0,0.0
2026-01-22 00:00:00-05:00,22.90876507699786,23.063947074732223,22.83117407813068,22.86026954650879,768900,0.0,0.0,0.0
2026-01-23 00:00:00-05:00,22.908762500324805,22.908762500324805,22.695385890003188,22.8117733001709,1281000,0.0,0.0,0.0
2026-01-26 00:00:00-05:00,22.802074669783984,22.860267451121548,22.52080616847463,22.792375564575195,790800,0.0,0.0,0.0
2026-01-27 00:00:00-05:00,22.792376313320617,23.141536712646484,22.70508621348915,23.141536712646484,566800,0.0,0.0,0.0
