ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
PGX,Invesco Preferred ETF,Invesco Preferred ETF,11.34,11.34,5.99,0.059899997,,Preferred Stock,11.92,10.7,4682464,0
