ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
ORC,"Orchid Island Capital, Inc.","Orchid Island Capital, Inc.",6.95,6.95,17.37,17.37,Real Estate,,8.4,6.62,4866096,1394866560
