Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2026-02-27 00:00:00-05:00,,,,,0,0.12,0.0
2026-03-02 00:00:00-05:00,10.5350923538208,10.648475310512461,10.232740205524316,10.346122261135497,24365600,0.0,0.0
2026-03-03 00:00:00-05:00,10.393363952636719,10.516194725661164,10.242187893862138,10.298878465362412,21564700,0.0,0.0
2026-03-04 00:00:00-05:00,10.365018844604492,10.487849619734984,10.327224829262834,10.40281285994615,20739800,0.0,0.0
2026-03-05 00:00:00-05:00,10.29887866973877,10.431158174331745,10.213842810800863,10.32722485713181,16740800,0.0,0.0
2026-03-06 00:00:00-05:00,10.053216934204102,10.213841707763137,10.034319477982892,10.194944251541928,20950200,0.0,0.0
2026-03-09 00:00:00-04:00,9.958732604980469,9.987077891504397,9.646931749976027,9.920938589255094,28309800,0.0,0.0
2026-03-10 00:00:00-04:00,10.128806114196777,10.223290702857247,9.96818132228553,10.01542406715597,15353400,0.0,0.0
2026-03-11 00:00:00-04:00,10.081562995910645,10.166599753311639,10.005974967349845,10.119357010191043,16047100,0.0,0.0
2026-03-12 00:00:00-04:00,9.817005157470703,10.043769249194046,9.798107699286891,10.043769249194046,18087100,0.0,0.0
2026-03-13 00:00:00-04:00,9.665827751159668,9.98707731688195,9.64693119492443,9.911489289780278,17573200,0.0,0.0
2026-03-16 00:00:00-04:00,9.760313987731934,9.920938782971236,9.750865258345991,9.760313987731934,14827200,0.0,0.0
2026-03-17 00:00:00-04:00,9.911489486694336,9.996526244143253,9.82645272924542,9.83590145809094,20348800,0.0,0.0
2026-03-18 00:00:00-04:00,9.731968879699707,9.920938965493008,9.72252015013993,9.826453472056135,17197100,0.0,0.0
2026-03-19 00:00:00-04:00,9.722519874572754,9.826453193543157,9.646931842397839,9.646931842397839,18421000,0.0,0.0
2026-03-20 00:00:00-04:00,9.212298393249512,9.750863241739959,9.193400938385867,9.722517960524737,54083200,0.0,0.0
2026-03-23 00:00:00-04:00,9.457961082458496,9.58079185118813,9.325681585115733,9.401269611860068,35661600,0.0,0.0
2026-03-24 00:00:00-04:00,9.391820907592773,9.514651676640812,9.306785053095231,9.391820907592773,27163400,0.0,0.0
2026-03-25 00:00:00-04:00,9.580792427062988,9.61858644270685,9.457961650950338,9.505204395775268,19121300,0.0,0.0
2026-03-26 00:00:00-04:00,9.29733657836914,9.524100665382928,9.278439120577799,9.47685792198496,19943400,0.0,0.0
2026-03-27 00:00:00-04:00,9.155608177185059,9.268991119654796,9.098917607030556,9.221748377139132,25044600,0.0,0.0
2026-03-30 00:00:00-04:00,9.29733657836914,9.429615178586992,9.183954534862247,9.250093834971173,22712500,0.0,0.0
2026-03-31 00:00:00-04:00,9.593855857849121,9.603421237409647,9.364292221625337,9.421683586783685,22629500,0.12,0.0
2026-04-01 00:00:00-04:00,9.584291458129883,9.708637744475011,9.565160698873827,9.60342130518113,17133400,0.0,0.0
2026-04-02 00:00:00-04:00,9.708638191223145,9.708638191223145,9.383423478748545,9.392987946611878,12504500,0.0,0.0
2026-04-06 00:00:00-04:00,9.756464004516602,9.85211597907459,9.670377409855378,9.68950816964891,13165400,0.0,0.0
2026-04-07 00:00:00-04:00,9.651247024536133,9.78515868681047,9.612986419285638,9.727768235037122,12434200,0.0,0.0
2026-04-08 00:00:00-04:00,9.871245384216309,9.986027201218267,9.79472417288167,9.919071369351657,14492900,0.0,0.0
2026-04-09 00:00:00-04:00,10.02428913116455,10.052985273359598,9.832986077555478,9.84255145828716,14053900,0.0,0.0
2026-04-10 00:00:00-04:00,10.014724731445312,10.091245953414692,9.957333358865819,10.052985342430002,10958100,0.0,0.0
2026-04-13 00:00:00-04:00,10.062549591064453,10.072114058580812,9.890376404902533,9.94776685881996,14608800,0.0,0.0
2026-04-14 00:00:00-04:00,10.17733097076416,10.17733097076416,10.072113622793257,10.091244381407886,11698300,0.0,0.0
2026-04-15 00:00:00-04:00,10.272982597351074,10.29211335702742,10.10081032128812,10.206026762893528,11494300,0.0,0.0
2026-04-16 00:00:00-04:00,10.100810050964355,10.282547702001715,10.091244671382178,10.282547702001715,14574900,0.0,0.0
2026-04-17 00:00:00-04:00,10.426025390625,10.445156150970503,10.16776651139475,10.196461739708141,20819500,0.0,0.0
2026-04-20 00:00:00-04:00,10.301678657531738,10.349503731944637,10.148635317914065,10.29211327776723,20030200,0.0,0.0
2026-04-21 00:00:00-04:00,10.435590744018555,10.636459166106564,10.339939679151081,10.359069527242633,20012400,0.0,0.0
2026-04-22 00:00:00-04:00,10.435590744018555,10.617329318015013,10.378200287539043,10.579068709627052,16771400,0.0,0.0
2026-04-23 00:00:00-04:00,10.387763023376465,10.46428422739287,10.320807197913286,10.426023625384667,11045400,0.0,0.0
2026-04-24 00:00:00-04:00,10.540806770324707,10.569501994941316,10.368633598215563,10.435589426389233,12332000,0.0,0.0
2026-04-27 00:00:00-04:00,10.617328643798828,10.617328643798828,10.531242052341328,10.540807431882117,14372600,0.0,0.0
2026-04-28 00:00:00-04:00,10.598198890686035,10.636459500276043,10.559938281096027,10.588633510237312,14814200,0.0,0.0
2026-04-29 00:00:00-04:00,10.492981910705566,10.626893581383106,10.43559054312602,10.626893581383106,24146700,0.0,0.0
2026-04-30 00:00:00-04:00,10.657387733459473,10.705741747397466,10.473639160237786,10.521994096469477,16337700,0.12,0.0
2026-05-01 00:00:00-04:00,10.5800199508667,10.657388407104017,10.560678528527687,10.657388407104017,11440300,0.0,0.0
2026-05-04 00:00:00-04:00,10.299561500549316,10.531665004184719,10.280220079917676,10.512322661259404,18180200,0.0,0.0
2026-05-05 00:00:00-04:00,10.367259979248047,10.405943747285422,10.28022127059051,10.299562693462306,10378700,0.0,0.0
2026-05-06 00:00:00-04:00,10.434955596923828,10.483310534087925,10.36725923827032,10.454297940706953,14166900,0.0,0.0
2026-05-07 00:00:00-04:00,10.367259979248047,10.444627515322797,10.299562693462306,10.434956342740008,11235900,0.0,0.0
2026-05-08 00:00:00-04:00,10.50265121459961,10.531664728227351,10.396271098178843,10.425283689512934,13189700,0.0,0.0
2026-05-11 00:00:00-04:00,10.444626808166504,10.541335760565346,10.434955636238504,10.473639401656785,11415500,0.0,0.0
2026-05-12 00:00:00-04:00,10.386601448059082,10.463968984476024,10.357588852476177,10.40594379331021,12384900,0.0,0.0
2026-05-13 00:00:00-04:00,10.280221939086914,10.367260653404356,10.270550765875234,10.367260653404356,13871700,0.0,0.0
