Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-11 00:00:00-04:00,9.230598269850452,9.258654550141296,9.10901986606603,9.127724647521973,1494300,0.0,0.0
2025-08-12 00:00:00-04:00,9.09966718249513,9.398937432907701,9.09966718249513,9.34282398223877,2353100,0.0,0.0
2025-08-13 00:00:00-04:00,9.389585330191565,9.595333466424691,9.370881440657499,9.576628684997559,2220400,0.0,0.0
2025-08-14 00:00:00-04:00,9.492459866055043,9.529868540617,9.417642516931128,9.445699691772461,1360600,0.0,0.0
2025-08-15 00:00:00-04:00,9.473755681154229,9.520516745880963,9.426994616427493,9.436347007751465,987300,0.0,0.0
2025-08-18 00:00:00-04:00,9.40829070763279,9.46440327168278,9.352177251689678,9.370882034301758,1338800,0.0,0.0
2025-08-19 00:00:00-04:00,9.389586310207847,9.520517118184177,9.380233918518146,9.417642593383789,903500,0.0,0.0
2025-08-20 00:00:00-04:00,9.426994770993382,9.492459727548304,9.370882205915775,9.473755836486816,1185200,0.0,0.0
2025-08-21 00:00:00-04:00,9.04355531550404,9.09966787857225,8.87521584251319,8.950033187866211,6706300,0.0,0.0
2025-08-22 00:00:00-04:00,8.97809063067739,9.352177368666807,8.97809063067739,9.183837890625,3675200,0.0,0.0
2025-08-25 00:00:00-04:00,9.17448616027832,9.249303505993907,9.14642898671514,9.17448616027832,2582700,0.0,0.0
2025-08-26 00:00:00-04:00,9.1557808151817,9.258654436244663,9.1557808151817,9.221245765686035,1609500,0.0,0.0
2025-08-27 00:00:00-04:00,9.211895064894058,9.305416303444845,9.183837890625,9.183837890625,1207700,0.0,0.0
2025-08-28 00:00:00-04:00,9.221246351314269,9.249303524934906,9.137077506131705,9.239951133728027,1049000,0.0,0.0
2025-08-29 00:00:00-04:00,9.258655486977478,9.361530011608375,9.221246812173467,9.352177619934082,1069600,0.0,0.0
2025-09-02 00:00:00-04:00,9.249302864074707,9.314767814059175,9.15578074247428,9.249302864074707,1639400,0.0,0.0
2025-09-03 00:00:00-04:00,9.183837641585265,9.408290570185523,9.183837641585265,9.398938179016113,1059800,0.0,0.0
2025-09-04 00:00:00-04:00,9.473755677539932,9.744968782579774,9.408290722083354,9.726263999938965,3057900,0.0,0.0
2025-09-05 00:00:00-04:00,9.819785971910608,9.894603317488002,9.595333935178427,9.688855171203613,2077300,0.0,0.0
2025-09-08 00:00:00-04:00,9.68885581797902,9.754321668649219,9.576629792121329,9.614038467407227,1702700,0.0,0.0
2025-09-09 00:00:00-04:00,9.585982322692871,9.679504458208125,9.567277538832547,9.585982322692871,1254100,0.0,0.0
2025-09-10 00:00:00-04:00,9.595334110831494,9.642095175646656,9.436347025595822,9.501811981201172,1455300,0.0,0.0
2025-09-11 00:00:00-04:00,9.520516588539095,9.567276760599917,9.398938179016113,9.398938179016113,1259100,0.0,0.0
2025-09-12 00:00:00-04:00,9.380233396677296,9.436346851800637,9.324120833447065,9.398938179016113,1226300,0.0,0.0
2025-09-15 00:00:00-04:00,9.436347300158683,9.47375597472064,9.333472776193434,9.445699691772461,1258400,0.0,0.0
2025-09-16 00:00:00-04:00,9.473755442538987,9.4831078336274,9.314768361608367,9.33347225189209,1617600,0.0,0.0
2025-09-17 00:00:00-04:00,9.333472698860145,9.529868461656458,9.314768807680716,9.380233764648438,1267300,0.0,0.0
2025-09-18 00:00:00-04:00,9.408291062367567,9.417642562133077,9.2399515800842,9.286712646484375,1351900,0.0,0.0
2025-09-19 00:00:00-04:00,9.314769006618713,9.361530073405696,9.202542981465857,9.258655548095703,3459400,0.0,0.0
2025-09-22 00:00:00-04:00,9.258655062641903,9.258655062641903,9.06225930594862,9.080964088439941,2289900,0.0,0.0
2025-09-23 00:00:00-04:00,9.1277250962328,9.25865500528852,9.118372705045074,9.17448616027832,2244000,0.0,0.0
2025-09-24 00:00:00-04:00,9.165133340613266,9.221245901330093,9.099667497252872,9.19318962097168,1470400,0.0,0.0
