Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains
2026-03-17 00:00:00-04:00,,,,,0,0.442,0.0,0.0
2026-03-18 00:00:00-04:00,244.79698181152344,247.9910156551033,244.65767839128839,247.17509996027923,43192600,0.0,0.0,0.0
2026-03-19 00:00:00-04:00,246.39898681640625,248.84674916408747,241.31438903667558,241.8218482592596,59219500,0.0,0.0,0.0
2026-03-20 00:00:00-04:00,241.01588439941406,246.2696354067908,239.13528051817053,245.7422713415646,76749900,0.0,0.0,0.0
2026-03-23 00:00:00-04:00,246.21987915039062,250.11044549120783,244.88654417182357,245.94127229465826,78746600,0.0,0.0,0.0
2026-03-24 00:00:00-04:00,247.5432586669922,248.9164032418936,243.38404565451444,244.28951030525963,45210800,0.0,0.0,0.0
2026-03-25 00:00:00-04:00,250.5681610107422,251.81194701722964,248.27959172221838,250.48855688437484,45671700,0.0,0.0,0.0
2026-03-26 00:00:00-04:00,246.2099151611328,250.60794039331444,245.93130832708937,247.6527038052008,46830200,0.0,0.0,0.0
2026-03-27 00:00:00-04:00,241.89149475097656,245.51339878696322,241.20492248547646,244.78701686909378,48114400,0.0,0.0,0.0
2026-03-30 00:00:00-04:00,238.41883850097656,244.1501986136333,237.50341387636058,244.13030897042023,51290500,0.0,0.0,0.0
2026-03-31 00:00:00-04:00,246.7671356201172,247.6825602690139,241.03577535544173,241.8317862272238,58660800,0.0,0.0,0.0
2026-04-01 00:00:00-04:00,248.31936645507812,251.18505404477133,247.87160656492193,248.67757740378977,51295900,0.0,0.0,0.0
2026-04-02 00:00:00-04:00,250.040771484375,251.11540437170197,243.6526886399319,243.72234794123676,30369200,0.0,0.0,0.0
2026-04-06 00:00:00-04:00,251.10545349121094,251.79202575123753,249.00594224201288,249.7422689756376,22151400,0.0,0.0,0.0
2026-04-07 00:00:00-04:00,251.65274047851562,252.21989900621082,248.2795934132644,249.96119453475842,34881900,0.0,0.0,0.0
2026-04-08 00:00:00-04:00,259.1751403808594,260.9661799890299,257.1253835799586,260.2199084246476,46680200,0.0,0.0,0.0
2026-04-09 00:00:00-04:00,260.65771484375,261.593044269299,257.4935308037183,257.4935308037183,26758400,0.0,0.0,0.0
2026-04-10 00:00:00-04:00,260.0010070800781,261.4438109519453,259.0457879573496,261.0955448070944,22365900,0.0,0.0,0.0
2026-04-13 00:00:00-04:00,263.7522888183594,264.0408253042146,258.7273752061898,258.9462827547617,23820000,0.0,0.0,0.0
2026-04-14 00:00:00-04:00,267.3841247558594,268.08065702158285,264.9562521961918,265.76222304791526,24270400,0.0,0.0,0.0
2026-04-15 00:00:00-04:00,268.0508117675781,268.2497992997126,266.2597417831607,267.4438284347785,21670600,0.0,0.0,0.0
2026-04-16 00:00:00-04:00,268.6080322265625,269.00603766675084,266.71745324539785,268.11051783485993,30847900,0.0,0.0,0.0
2026-04-17 00:00:00-04:00,274.4090576171875,276.2498670801611,271.7622772074093,272.3791902416676,46462700,0.0,0.0,0.0
2026-04-20 00:00:00-04:00,275.97125244140625,276.28966895523934,273.16526384925845,273.2846624504783,22993900,0.0,0.0,0.0
2026-04-21 00:00:00-04:00,273.1453552246094,278.39910587431393,272.39908365297026,276.79709377694394,32235200,0.0,0.0,0.0
2026-04-22 00:00:00-04:00,275.1055603027344,276.6279530787596,273.53339786958526,276.2100276419104,20274300,0.0,0.0,0.0
2026-04-23 00:00:00-04:00,274.15032958984375,276.48865339031755,270.5980997800492,275.3543363256244,32886600,0.0,0.0,0.0
2026-04-24 00:00:00-04:00,275.2746887207031,276.7473421548367,272.86673622838555,275.2946087292148,21568600,0.0,0.0,0.0
2026-04-27 00:00:00-04:00,275.7622985839844,276.85680598072094,274.87670836873565,275.44388207743185,23399400,0.0,0.0,0.0
2026-04-28 00:00:00-04:00,272.54833984375,275.5931255155777,271.5632710575319,274.67768566668383,24139400,0.0,0.0,0.0
2026-04-29 00:00:00-04:00,270.7274169921875,273.01600140478524,269.01596627664327,272.5582966686131,29428900,0.0,0.0,0.0
2026-04-30 00:00:00-04:00,276.5881652832031,276.83692249087716,271.08565706408905,271.77222938653887,29220700,0.0,0.0,0.0
2026-05-01 00:00:00-04:00,277.8916320800781,278.4189961105243,275.1951126312584,277.2747191047488,28936700,0.0,0.0,0.0
2026-05-04 00:00:00-04:00,276.49859619140625,279.3941335217169,274.7274462164177,277.3145270609511,28632300,0.0,0.0,0.0
