ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
EWZ,iShares MSCI Brazil ETF,iShares MSCI Brazil ETF,36.77,36.77,4.26,0.042600002,,Latin America Stock,39.69,23.05,20794226,7374223360
