Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains
2026-02-26 00:00:00-05:00,,,,,0,0.186,0.0,0.0
2026-02-27 00:00:00-05:00,45.6721305847168,45.721138009272515,45.427108416904495,45.593725435162476,733100,0.0,0.0,0.0
2026-03-02 00:00:00-05:00,45.78974533081055,45.975960838149895,45.5153179520442,45.5153179520442,1012100,0.0,0.0,0.0
2026-03-03 00:00:00-05:00,45.62312698364258,45.696634381871114,44.97822770955485,45.36830557369077,1045600,0.0,0.0,0.0
2026-03-04 00:00:00-05:00,45.73094177246094,45.82894915377944,45.40751442311632,45.67213510042467,725400,0.0,0.0,0.0
2026-03-05 00:00:00-05:00,45.13308334350586,45.62312768760199,44.87336043933357,45.54472253669227,1072900,0.0,0.0,0.0
2026-03-06 00:00:00-05:00,44.956668853759766,44.986074057909676,44.471525980816736,44.79005556479133,1467800,0.0,0.0,0.0
2026-03-09 00:00:00-04:00,45.035072326660156,45.16248489266461,44.3196080908128,44.623433166777055,1041400,0.0,0.0,0.0
2026-03-10 00:00:00-04:00,44.966468811035156,45.317338487868376,44.80965477483351,44.995870274466235,752200,0.0,0.0,0.0
2026-03-11 00:00:00-04:00,44.858665466308594,44.94687360912001,44.65284771266267,44.8880669343317,734500,0.0,0.0,0.0
2026-03-12 00:00:00-04:00,44.496028900146484,44.77045254236812,44.47642667731041,44.584237033537974,794200,0.0,0.0,0.0
2026-03-13 00:00:00-04:00,44.29021072387695,44.741054405155325,44.270608499582934,44.57443736802719,616400,0.0,0.0,0.0
2026-03-16 00:00:00-04:00,44.54503631591797,44.7655547984814,44.42252521699561,44.53523333430864,1445600,0.0,0.0,0.0
2026-03-17 00:00:00-04:00,44.63323974609375,44.91354442291618,44.58913381099079,44.74105009996583,834000,0.0,0.0,0.0
2026-03-18 00:00:00-04:00,43.96677780151367,44.48132210378236,43.92757335789086,44.398015465140034,960700,0.0,0.0,0.0
2026-03-19 00:00:00-04:00,43.78056335449219,43.945221287977866,43.54044265382422,43.741362645321246,981700,0.0,0.0,0.0
2026-03-20 00:00:00-04:00,43.457130432128906,43.88836808763293,43.33461935217125,43.83446291335224,1289100,0.0,0.0,0.0
2026-03-23 00:00:00-04:00,43.91777801513672,44.25590608986145,43.82956987852552,43.947179481093166,785000,0.0,0.0,0.0
2026-03-24 00:00:00-04:00,43.937381744384766,44.157900224098825,43.6139506528127,43.672757325482706,1454400,0.0,0.0,0.0
2026-03-25 00:00:00-04:00,44.064788818359375,44.31275339298924,43.92757699306625,44.25100807160733,814800,0.0,0.0,0.0
2026-03-26 00:00:00-04:00,43.78056335449219,44.187301089418895,43.7511618879285,43.9275781647945,856400,0.0,0.0,0.0
2026-03-27 00:00:00-04:00,43.3297233581543,43.74136258317071,43.246416710514254,43.64335146352779,990500,0.0,0.0,0.0
2026-03-30 00:00:00-04:00,43.299217224121094,43.776493287335725,43.19588999712737,43.69284797318952,969200,0.179,0.0,0.0
2026-03-31 00:00:00-04:00,44.135677337646484,44.17504116286365,43.56491688776159,43.71744701805186,1108500,0.0,0.0,0.0
2026-04-01 00:00:00-04:00,44.21440887451172,44.3521785209407,44.10616022262,44.288215114796195,1045200,0.0,0.0,0.0
2026-04-02 00:00:00-04:00,44.283287048339844,44.40137476269867,43.895561277365125,43.929020151322604,712300,0.0,0.0,0.0
2026-04-06 00:00:00-04:00,44.460418701171875,44.470257779495746,44.145515639639534,44.1947185391401,935200,0.0,0.0,0.0
2026-04-07 00:00:00-04:00,44.224239349365234,44.30788840751288,43.990030996009246,44.302966991400524,695000,0.0,0.0,0.0
2026-04-08 00:00:00-04:00,45.04102325439453,45.04102325439453,44.79008357941086,44.79500499568838,1024100,0.0,0.0,0.0
2026-04-09 00:00:00-04:00,45.1197509765625,45.24276011636113,44.878654113660666,44.97214226116876,987300,0.0,0.0,0.0
2026-04-10 00:00:00-04:00,44.80484390258789,45.14927171582091,44.73595909072943,45.09022598253907,782200,0.0,0.0,0.0
2026-04-13 00:00:00-04:00,44.96229934692383,44.98198125972914,44.58244931621028,44.63755717048874,1333100,0.0,0.0,0.0
2026-04-14 00:00:00-04:00,45.10991287231445,45.10991287231445,44.793042702793265,44.92294032719726,1328700,0.0,0.0,0.0
2026-04-15 00:00:00-04:00,45.01150131225586,45.14434951741246,44.863888858579074,45.1295890228329,824000,0.0,0.0,0.0
2026-04-16 00:00:00-04:00,45.10007095336914,45.18371626402873,44.967218985671316,45.060707129314906,1339400,0.0,0.0,0.0
2026-04-17 00:00:00-04:00,45.5527458190918,45.69543687257037,45.22799988622173,45.22799988622173,867300,0.0,0.0,0.0
2026-04-20 00:00:00-04:00,45.53306198120117,45.66591019561475,45.44842938367216,45.513380069076774,862800,0.0,0.0,0.0
2026-04-21 00:00:00-04:00,45.10991287231445,45.6216313554122,45.02134613958713,45.6216313554122,857400,0.0,0.0,0.0
