ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
SPYD,State Street SPDR Portfolio S&P 500 High Dividend ETF,State Street SPDR Portfolio S&P,47.81,47.81,4.32,0.0432,,Mid-Cap Value,48.53,37.92,2080724,0
