ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
JEPI,JPMorgan Equity Premium Income ETF,JPMorgan Equity Premium Income ,55.33,55.33,8.29,0.0829,,Derivative Income,59.9,55.1,7004600,0
