ticker,longName,shortName,currentPrice,regularMarketPrice,dividendYield,yield,sector,category,fiftyTwoWeekHigh,fiftyTwoWeekLow,volume,marketCap
QYLD,Global X NASDAQ 100 Covered Call ETF,Global X NASDAQ 100 Covered Cal,18.24,18.24,9.67,0.0967,,Derivative Income,18.54,16.625,2537412,0
