Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-02-26 00:00:00-05:00,38.75634478443993,38.77528308473693,38.472277504207895,38.68059158325195,1071200,0.0,0.0,0.0
2026-02-27 00:00:00-05:00,38.44387366198407,38.57644178273338,38.37759140766539,38.56697082519531,1111500,0.0,0.0,0.0
2026-03-02 00:00:00-05:00,38.2544950016677,38.65218849790027,38.2544950016677,38.576438903808594,2103400,0.0,0.0,0.0
2026-03-03 00:00:00-05:00,38.11245665277264,38.453338830586205,37.87573331952561,38.36811828613281,2729100,0.0,0.0,0.0
2026-03-04 00:00:00-05:00,38.4533432121699,38.65218996784835,38.35865170081457,38.595375061035156,837600,0.0,0.0,0.0
2026-03-05 00:00:00-05:00,38.462807638497964,38.614310433057874,38.19767865104601,38.4722785949707,1448800,0.0,0.0,0.0
2026-03-06 00:00:00-05:00,38.04616928100586,38.226077689667505,37.92307215291583,38.04616928100586,4882900,0.0,0.0,0.0
2026-03-09 00:00:00-04:00,37.781043784028164,38.42493151135909,37.60113174685228,38.349178314208984,2188800,0.0,0.0,0.0
2026-03-10 00:00:00-04:00,38.35864492240898,38.623777495240155,38.26395703989789,38.3397102355957,1741100,0.0,0.0,0.0
2026-03-11 00:00:00-04:00,38.368113533064,38.51961630308938,38.216610763038624,38.358642578125,1678100,0.0,0.0,0.0
2026-03-12 00:00:00-04:00,38.1313902087295,38.159795849309376,37.86626126435476,37.875728607177734,1941600,0.0,0.0,0.0
2026-03-13 00:00:00-04:00,38.017769698395895,38.19767813572379,37.63901091105016,37.67688751220703,2337600,0.0,0.0,0.0
2026-03-16 00:00:00-04:00,37.98935846176908,38.235552744347565,37.979891118028966,38.0935173034668,1057500,0.0,0.0,0.0
2026-03-17 00:00:00-04:00,38.25449083833981,38.377584366856176,38.14086104140138,38.17873764038086,805900,0.0,0.0,0.0
2026-03-18 00:00:00-04:00,38.03670560568922,38.112458810430354,37.64847946166992,37.64847946166992,1027900,0.0,0.0,0.0
2026-03-19 00:00:00-04:00,37.39281544153031,37.72422662895408,37.28865660773683,37.534847259521484,1337300,0.0,0.0,0.0
2026-03-20 00:00:00-04:00,37.468569876982585,37.468569876982585,36.95724659689377,37.10874938964844,1134900,0.0,0.0,0.0
2026-03-23 00:00:00-04:00,37.44445872205222,37.568792734820306,37.30099190915044,37.35837936401367,2185000,0.391,0.0,0.0
2026-03-24 00:00:00-04:00,37.23404535361782,37.425333240072206,37.186224294132465,37.3105583190918,1428800,0.0,0.0,0.0
2026-03-25 00:00:00-04:00,37.48270884321785,37.540096291140024,37.35837484548806,37.444454193115234,1057500,0.0,0.0,0.0
2026-03-26 00:00:00-04:00,37.29143044658258,37.38707255948125,37.08101341999023,37.090576171875,1026600,0.0,0.0,0.0
2026-03-27 00:00:00-04:00,36.95667795659715,37.01406541686361,36.641056046413986,36.68887710571289,985000,0.0,0.0,0.0
2026-03-30 00:00:00-04:00,36.94711520414255,37.01406541686361,36.55497668027076,36.68887710571289,953700,0.0,0.0,0.0
2026-03-31 00:00:00-04:00,37.023626212118856,37.482714924442654,36.975805155347935,37.425331115722656,1485200,0.0,0.0,0.0
2026-04-01 00:00:00-04:00,37.5783592516398,37.702693264794185,37.520971796598275,37.59748840332031,689000,0.0,0.0,0.0
2026-04-02 00:00:00-04:00,37.34881375886107,37.67400204631532,37.29142995128912,37.65487289428711,463900,0.0,0.0,0.0
2026-04-06 00:00:00-04:00,37.72182098926983,37.82702949527576,37.69312908709093,37.76964569091797,1026100,0.0,0.0,0.0
2026-04-07 00:00:00-04:00,37.7409485847905,37.760077734958884,37.530535229962986,37.75051498413086,1160400,0.0,0.0,0.0
2026-04-08 00:00:00-04:00,38.16178739848719,38.16178739848719,38.02788333044142,38.0948371887207,1539400,0.0,0.0,0.0
2026-04-09 00:00:00-04:00,38.113961116416945,38.171348571777344,38.10439836477987,38.171348571777344,1203000,0.0,0.0,0.0
2026-04-10 00:00:00-04:00,38.219171183156575,38.219171183156575,38.152220973433096,38.19047927856445,481000,0.0,0.0,0.0
2026-04-13 00:00:00-04:00,38.16178511632558,38.2096061706543,38.16178511632558,38.2096061706543,902200,0.0,0.0,0.0
2026-04-14 00:00:00-04:00,38.23829581363969,38.25742496394314,38.200037513032775,38.22873306274414,626000,0.0,0.0,0.0
2026-04-15 00:00:00-04:00,38.25742496394314,38.25742496394314,38.209603912440684,38.22873306274414,556300,0.0,0.0,0.0
2026-04-16 00:00:00-04:00,38.25742496394314,38.25742496394314,38.209603912440684,38.22873306274414,929600,0.0,0.0,0.0
2026-04-17 00:00:00-04:00,38.3913277364469,38.58261560277228,38.23829817308911,38.54435729980469,1037800,0.0,0.0,0.0
2026-04-20 00:00:00-04:00,38.459454427196185,38.49804984526475,38.391914285907006,38.47875213623047,871500,0.352,0.0,0.0
2026-04-21 00:00:00-04:00,38.536635283324536,38.536635283324536,38.2761217749387,38.334014892578125,962300,0.0,0.0,0.0
2026-04-22 00:00:00-04:00,38.526990675918796,38.56558609008789,38.478748248538075,38.56558609008789,638300,0.0,0.0,0.0
2026-04-23 00:00:00-04:00,38.54629001595334,38.59453244537777,38.27612578598592,38.51734161376953,1545200,0.0,0.0,0.0
2026-04-24 00:00:00-04:00,38.58488372430486,38.662070871835994,38.526990603160556,38.65242385864258,580500,0.0,0.0,0.0
2026-04-27 00:00:00-04:00,38.60417767811452,38.739261627197266,38.60417767811452,38.739261627197266,916400,0.0,0.0,0.0
