Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-04T04:00:00.000Z,8.8449942237,8.9942775813,8.8449942237,8.9849472046,19538100,0.0,0.0
2025-08-05T04:00:00.000Z,8.9849461467,9.0315971348,8.900974546,8.9569559097,13697700,0.0,0.0
2025-08-06T04:00:00.000Z,8.9382953625,8.9382953625,8.7890129089,8.7890129089,16652800,0.0,0.0
2025-08-07T04:00:00.000Z,8.835663522,8.9103047457,8.770351784,8.7796821594,14292000,0.0,0.0
2025-08-08T04:00:00.000Z,8.8076738269,8.8543248217,8.7890139628,8.8170042038,10853100,0.0,0.0
2025-08-11T04:00:00.000Z,8.8449939725,8.8636547253,8.6863820223,8.7050418854,18447900,0.0,0.0
2025-08-12T04:00:00.000Z,8.7703526316,8.8449938624,8.7423623925,8.8263339996,16359000,0.0,0.0
2025-08-13T04:00:00.000Z,8.826333525,9.0129365921,8.826333525,9.0129365921,18695400,0.0,0.0
2025-08-14T04:00:00.000Z,8.9476239402,8.9849445461,8.9009729603,8.9662837982,10312200,0.0,0.0
2025-08-15T04:00:00.000Z,8.9942775813,9.0129374448,8.9662864512,8.9849472046,9906500,0.0,0.0
2025-08-18T04:00:00.000Z,8.9849453949,9.0129356296,8.9289640359,8.9382944107,12514100,0.0,0.0
2025-08-19T04:00:00.000Z,8.9662837982,9.022265152,8.9476239402,8.9662837982,10598600,0.0,0.0
2025-08-20T04:00:00.000Z,8.9849462527,9.0689178543,8.9849462527,9.0595874786,15990300,0.0,0.0
2025-08-21T04:00:00.000Z,9.0502565177,9.0502565177,8.9849456717,8.9942760468,15865200,0.0,0.0
2025-08-22T04:00:00.000Z,9.0129359264,9.2555203406,9.0129359264,9.2181997299,24552600,0.0,0.0
2025-08-25T04:00:00.000Z,9.2088681197,9.2555190992,9.1528876561,9.1622171402,18571800,0.0,0.0
2025-08-26T04:00:00.000Z,9.152889832,9.1715496943,9.0969084653,9.1435594559,18616000,0.0,0.0
2025-08-27T04:00:00.000Z,9.1435594559,9.1995399328,9.1155692174,9.1435594559,16945900,0.0,0.0
2025-08-28T04:00:00.000Z,9.1808796951,9.1808796951,9.1155688448,9.1342287064,18365100,0.0,0.0
2025-08-29T04:00:00.000Z,9.1625660323,9.2192420959,9.1058908695,9.2192420959,13990700,0.12,0.0
2025-09-02T04:00:00.000Z,9.0964447087,9.2192420959,9.086998548,9.2192420959,17737800,0.0,0.0
2025-09-03T04:00:00.000Z,9.2192415266,9.4081602257,9.2003492062,9.3987140656,19333400,0.0,0.0
2025-09-04T04:00:00.000Z,9.3987142949,9.6726466405,9.3892681345,9.6348628998,37086400,0.0,0.0
2025-09-05T04:00:00.000Z,9.7293231643,9.8048906494,9.7009855826,9.7954444885,27547000,0.0,0.0
2025-09-08T04:00:00.000Z,9.8048897955,9.8332273747,9.738768477,9.7671060562,23386100,0.0,0.0
2025-09-09T04:00:00.000Z,9.7954455305,9.8615668618,9.7293241993,9.7765541077,28855300,0.0,0.0
2025-09-10T04:00:00.000Z,9.785997727,9.8615652075,9.6632003461,9.6820926666,26282100,0.0,0.0
2025-09-11T04:00:00.000Z,9.6915398158,9.7482149815,9.6348637492,9.6632013321,15815000,0.0,0.0
2025-09-12T04:00:00.000Z,9.6632015243,9.6726476858,9.5781887741,9.6159725189,14407300,0.0,0.0
