phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,trailingPegRatio
+1 8884938631,"The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index tracks the performance of 100 equally-weighted companies that rank among the highest dividend yielding equity securities in the world, including emerging market countries.",[],[],86400,2,25.75,25.95,25.831,26.1138,25.75,25.95,25.831,26.1138,11.46791,945676,945676,557140,719850,719850,26.03,26.2,500,1400,0.096,1078342272,17.87,26.44,78.6,17.87,24.5542,23.27665,0.0,0.0,25.66,USD,False,Global Small/Mid Stock,28.26949,0.93,Global X Funds,1307491200,Exchange Traded Fund,0.1048734,0.0218481,ETF,SDIV,en-US,US,ETF,Delayed Quote,True,HIGH,1.16505,26.05,True,1307626200000,-0.018041102,26.0453,-0.004699707,0.299999,25.831 - 26.1138,NYSEArca,557140,8.179998,0.45775032,17.87 - 26.44,-0.3900013,-0.014750427,21.576965,9.6,3.73319,3.73319,1078342270.0,2.271556,1.4958,0.060918298,2.7733498,0.11914729,0.58,15,0,False,POSTPOST,[],1770166683,1770152400,PCX,finmb_134116561,America/New_York,EST,-18000000,us_market,False,Global X SuperDividend ETF,Global X SuperDividend ETF,
