longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,corporateActions,postMarketTime,regularMarketTime,shortName,longName,trailingPegRatio
"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, S&P Dow Jones Indices LLC (the “index Provider”) compiles, maintains and calculates the underlying index, which is designed to measure the performance of 50 least volatile high yielding constituents of the S&P 500 ® Index in the past year.",[],[],86400,2,49.98,49.78,49.73,50.61,49.98,49.78,49.73,50.61,15.967893,1668877,1668877,912438,921350,921350,50.2,50.42,6300,3300,0.0402,3055512576,43.39,51.605,51.89,19.83,48.49,48.24715,49.99,USD,False,Large Value,3.35765,0.65,Invesco,1350518400,Exchange Traded Fund,0.0701125,0.0969863,ETF,SPHD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,POSTPOST,3.15696,1.9199982,0.039595753,2.1628494,0.04482854,0.3,15,0,False,PCX,finmb_223160747,America/New_York,EST,-18000000,us_market,False,0.860345,50.41,True,1351258200000,0.3372386,50.58,0.17000198,0.43,49.73 - 50.61,NYSEArca,912438,7.0200005,0.16178845,43.39 - 51.605,-1.1949997,-0.023156665,2.3341537,4.02,-1.83214,-1.83214,3055512580.0,[],1770166674,1770152400,Invesco S&P 500 High Dividend L,Invesco S&P 500 High Dividend Low Volatility ETF,
