longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketPrice,shortName,longName,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,corporateActions,postMarketTime,regularMarketTime,market,esgPopulated,regularMarketChangePercent,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,trailingPegRatio
"The fund generally will invest at least 80% of its total assets in the components of the index. Strictly in accordance with its guidelines and mandated procedures, ICE Data Indices, LLC selects securities for the index, which is a market capitalization-weighted index designed to measure the performance of the fixed rate U.S. dollar-denominated preferred securities market issued in the U.S. domestic market.",[],[],86400,2,11.38,11.39,11.33,11.4,11.38,11.39,11.33,11.4,3615526,3615526,4239745,5484840,5484840,11.35,11.43,124700,48100,0.0602,3993683968,10.7,11.92,22.64,6.09,11.305,11.3193,0.0,0.0,11.4,USD,False,Preferred Stock,3.46141,1.27,Invesco,1201737600,Exchange Traded Fund,0.0230507,0.0030792002,ETF,PGX,en-US,US,ETF,Delayed Quote,True,HIGH,POSTPOST,True,1201789800000,11.36,Invesco Preferred ETF,Invesco Preferred ETF,6.02,-1.4779,-1.4779,3993683970.0,0.05499935,0.0048650466,0.04069996,0.003595625,0.5,15,0,False,PCX,finmb_40538756,America/New_York,EST,-18000000,[],1770159612,1770152400,us_market,False,-0.175751,0.52817273,11.42,0.06000042,-0.0200005,11.33 - 11.4,NYSEArca,4239745,0.65999985,0.061682228,10.7 - 11.92,-0.5600004,-0.0469799,-2.3175955,
