longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,trailingPegRatio
"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of 80 high dividend-yielding companies within the S&P 500® Index. The S&P 500 Index focuses on the large capitalization U.S. equity market, including common stock and real estate investment trusts (""REITs"").",[],[],86400,2,45.25,45.13,45.09,45.9,45.25,45.13,45.09,45.9,17.265432,3195949,3195949,1947625,2010260,2010260,45.67,45.68,20600,9600,0.045300003,7233514496,37.92,45.9,47.52,20.79,43.922,43.33655,45.26206,USD,False,Mid-Cap Value,4.66674,0.86,State Street Investment Management,1445385600,Exchange Traded Fund,0.0642805,0.1077231,ETF,SPYD,en-US,US,ETF,Delayed Quote,True,HIGH,0.928173,45.67,True,1445520600000,0.02190089,45.68,0.010002136,0.419998,45.09 - 45.9,NYSEArca,1947625,7.75,0.20437765,37.92 - 45.9,-0.23000336,-0.005010966,3.3105016,4.53,-0.49727,-0.49727,7233514500.0,2.6451697,1.7479973,0.03979776,2.3334465,0.053844765,0.07,15,0,False,POSTPOST,[],1770166200,1770152400,PCX,finmb_311852401,America/New_York,EST,-18000000,us_market,False,State Street SPDR Portfolio S&P,State Street SPDR Portfolio S&P 500 High Dividend ETF,
