Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-04T04:00:00.000Z,19.3055193725,19.6241542954,19.2586602442,19.5960388184,7034000,0.0,0.0
2025-08-05T04:00:00.000Z,19.5960379638,19.6710107784,19.3992349957,19.4835796356,6312900,0.0,0.0
2025-08-06T04:00:00.000Z,19.4835803518,19.4835803518,19.1930591204,19.286775589,5239400,0.0,0.0
2025-08-07T04:00:00.000Z,19.371120232,19.4835803518,19.2680319378,19.286775589,4991500,0.0,0.0
2025-08-08T04:00:00.000Z,19.3430046187,19.3992355719,19.2492899382,19.305519104,4314900,0.0,0.0
2025-08-11T04:00:00.000Z,19.3242614127,19.3804905746,19.1180848401,19.127456665,4770900,0.0,0.0
2025-08-12T04:00:00.000Z,19.2118026361,19.3523764442,19.1649452959,19.305519104,7614900,0.0,0.0
2025-08-13T04:00:00.000Z,19.3430043999,19.5585528099,19.3242625365,19.5491809845,6605700,0.0,0.0
2025-08-14T04:00:00.000Z,19.427348295,19.5772939213,19.3523754819,19.5210647583,5070200,0.0,0.0
2025-08-15T04:00:00.000Z,19.5304365834,19.5585520586,19.4554637703,19.5210647583,5947400,0.0,0.0
2025-08-18T04:00:00.000Z,19.4835807113,19.5398098785,19.3336332863,19.3523769379,6693400,0.0,0.0
2025-08-19T04:00:00.000Z,19.3711189071,19.5398081815,19.3336316073,19.4367198944,6199700,0.0,0.0
2025-08-20T04:00:00.000Z,19.4460931826,19.633526121,19.4273495313,19.5960388184,5814100,0.0,0.0
2025-08-21T04:00:00.000Z,19.5304380903,19.5585535677,19.2305468147,19.2492904663,5543500,0.0,0.0
2025-08-22T04:00:00.000Z,19.2867739104,19.867814535,19.2774020856,19.8022117615,8363000,0.0,0.0
2025-08-25T04:00:00.000Z,19.7741006462,19.8303298147,19.7178714776,19.7272415161,4919200,0.0,0.0
2025-08-26T04:00:00.000Z,19.7272403586,19.7740994859,19.5960383771,19.755355835,8190200,0.0,0.0
2025-08-27T04:00:00.000Z,19.7366120973,19.8397003895,19.6428956306,19.6522674561,6821700,0.0,0.0
2025-08-28T04:00:00.000Z,19.6991264471,19.7459837864,19.5491808164,19.6710109711,4398200,0.0,0.0
2025-08-29T04:00:00.000Z,19.6616394533,19.8584442139,19.6241539388,19.8584442139,4999600,0.0,0.0
2025-09-02T04:00:00.000Z,19.5679240489,19.7272415161,19.5023230543,19.7272415161,5550100,0.0,0.0
2025-09-03T04:00:00.000Z,19.7178698073,20.139591217,19.6897543316,20.139591217,6860900,0.0,0.0
2025-09-04T04:00:00.000Z,20.1677088545,20.4863437961,20.1208497234,20.4301128387,8628200,0.0,0.0
2025-09-05T04:00:00.000Z,20.6175443953,20.7862336809,20.5425715781,20.7018890381,8145100,0.0,0.0
2025-09-08T04:00:00.000Z,20.7018893942,20.861206857,20.61754475,20.767490387,8713800,0.0,0.0
2025-09-09T04:00:00.000Z,20.7581167469,20.9549214954,20.739373097,20.8705768585,9122900,0.0,0.0
2025-09-10T04:00:00.000Z,20.9268083845,21.0392685089,20.6925180973,20.7112617493,9817200,0.0,0.0
2025-09-11T04:00:00.000Z,20.7956049772,20.8893214432,20.6925166858,20.7581176758,9348000,0.0,0.0
2025-09-12T04:00:00.000Z,20.767489807,20.767489807,20.5800568722,20.6175441742,6183200,0.0,0.0
2025-09-15T04:00:00.000Z,20.7206328257,20.7956056434,20.645660008,20.6831455231,6337000,0.0,0.0
2025-09-16T04:00:00.000Z,20.6925164043,20.7956046942,20.4113687976,20.4675979614,8031600,0.0,0.0
2025-09-17T04:00:00.000Z,20.5238265991,20.7487450362,20.4207400993,20.5238265991,8564000,0.0,0.0
2025-09-18T04:00:00.000Z,20.5238283239,20.5332001497,20.2051933977,20.336397171,6781300,0.0,0.0
2025-09-19T04:00:00.000Z,20.3645108685,20.3832545201,19.9427894337,20.0083904266,21162800,0.0,0.0
2025-09-22T04:00:00.000Z,20.0365043021,20.0365043021,19.5304382181,19.5585536957,11005800,0.0,0.0
2025-09-23T04:00:00.000Z,19.5866674843,19.8115859436,19.558553794,19.6428966522,8693700,0.0,0.0
2025-09-24T04:00:00.000Z,19.5866669083,19.6054105595,19.4367212732,19.4929504395,6816900,0.0,0.0
2025-09-25T04:00:00.000Z,19.446092963,19.5585530823,19.3148909801,19.5116939545,6344800,0.0,0.0
2025-09-26T04:00:00.000Z,19.5960387664,19.79284353,19.5398096,19.7178707123,7176800,0.0,0.0
2025-09-29T04:00:00.000Z,19.7740989005,19.7928425509,19.5023213327,19.6054096222,12339800,0.0,0.0
2025-09-30T04:00:00.000Z,19.6151052021,19.6248014723,19.3920965358,19.5957126617,8858000,0.7,0.0
2025-10-01T04:00:00.000Z,19.6054090208,20.0126431239,19.6054090208,20.0029468536,7260200,0.0,0.0
2025-10-02T04:00:00.000Z,20.1386938078,20.1386938078,19.6441950969,20.0708217621,8833700,0.0,0.0
2025-10-03T04:00:00.000Z,20.070822027,20.2065661202,20.0223406727,20.1289978027,5106400,0.0,0.0
2025-10-06T04:00:00.000Z,20.0999088233,20.1193013648,19.7799392852,19.828420639,7332600,0.0,0.0
2025-10-07T04:00:00.000Z,19.8575063941,20.119300141,19.8187231628,19.973859787,5986300,0.0,0.0
2025-10-08T04:00:00.000Z,20.0417328542,20.3229173064,20.0417328542,20.3132228851,5241500,0.0,0.0
2025-10-09T04:00:00.000Z,20.3132225603,20.4198778373,20.1968691633,20.2550449371,8394100,0.0,0.0
2025-10-10T04:00:00.000Z,20.3617023174,20.3810948587,19.8865961519,19.9059886932,5142000,0.0,0.0
2025-10-13T04:00:00.000Z,20.0611246477,20.2162612741,19.9447712532,20.1677799225,3535900,0.0,0.0
2025-10-14T04:00:00.000Z,20.0805155978,20.1677801825,19.9641640512,20.0902118683,9141800,0.0,0.0
2025-10-15T04:00:00.000Z,20.1580855015,20.284133317,20.0320358368,20.1677799225,6274000,0.0,0.0
2025-10-16T04:00:00.000Z,20.196868014,20.2938288644,19.8284190019,19.8865947723,4705200,0.0,0.0
2025-10-17T04:00:00.000Z,19.8575066697,20.1774761928,19.7702420862,20.1677799225,5346900,0.0,0.0
2025-10-20T04:00:00.000Z,20.2647410132,20.487749685,20.0514286118,20.4683589935,4912200,0.0,0.0
2025-10-21T04:00:00.000Z,20.4877493584,20.4974456287,20.2647406901,20.4101810455,5939800,0.0,0.0
2025-10-22T04:00:00.000Z,20.4586623119,20.7398467514,20.4489660417,20.6525821686,8256300,0.0,0.0
2025-10-23T04:00:00.000Z,20.6525827819,20.6719753229,20.2162617044,20.2550449371,8374400,0.0,0.0
2025-10-24T04:00:00.000Z,20.4295744346,20.5847110667,20.3035266145,20.3132228851,7081800,0.0,0.0
2025-10-27T04:00:00.000Z,20.4489660315,20.5459268844,20.3907902594,20.5168380737,6638500,0.0,0.0
2025-10-28T04:00:00.000Z,20.5556239451,20.5750146369,20.3035264574,20.419878006,7521700,0.0,0.0
2025-10-29T04:00:00.000Z,20.3423090802,20.4974457065,19.9932525957,20.0320358276,6165500,0.0,0.0
2025-10-30T04:00:00.000Z,19.9738597979,20.2453479658,19.8768989454,20.1096038818,6994500,0.0,0.0
2025-10-31T04:00:00.000Z,20.0805158353,20.5362313047,19.9544680168,20.5265350342,10537200,0.0,0.0
2025-11-03T05:00:00.000Z,20.5265343542,20.71075979,20.2841331464,20.6525821686,7748900,0.0,0.0
2025-11-04T05:00:00.000Z,20.5362316357,20.9434657589,20.4877502822,20.8562011719,7859700,0.0,0.0
2025-11-05T05:00:00.000Z,20.846504542,21.0986020282,20.8271120009,21.0404262543,6313200,0.0,0.0
2025-11-06T05:00:00.000Z,21.0792090554,21.1470810985,20.9240724286,20.9531612396,4979600,0.0,0.0
2025-11-07T05:00:00.000Z,20.9046805844,21.2537389311,20.9046805844,21.2343463898,6784900,0.0,0.0
2025-11-10T05:00:00.000Z,21.2343461171,21.2828274699,21.0307299837,21.0404262543,7692200,0.0,0.0
2025-11-11T05:00:00.000Z,21.13738475,21.4670505432,21.13738475,21.3313064575,7595100,0.0,0.0
2025-11-12T05:00:00.000Z,21.3119135788,21.3894818907,21.0210328715,21.1373844147,7499700,0.0,0.0
2025-11-13T05:00:00.000Z,21.0404259944,21.2246495844,21.0404259944,21.1179943085,5037100,0.0,0.0
2025-11-14T05:00:00.000Z,21.0792098538,21.1373856287,20.9240732211,20.9919452667,6159100,0.0,0.0
2025-11-17T05:00:00.000Z,21.0210333798,21.166473737,20.7980247088,20.8465042114,7035000,0.0,0.0
2025-11-18T05:00:00.000Z,20.7786324341,20.9628578752,20.739847352,20.9046802521,5169200,0.0,0.0
2025-11-19T05:00:00.000Z,20.9240717391,21.02103259,20.8271108882,20.9434642792,4245100,0.0,0.0
2025-11-20T05:00:00.000Z,21.059817208,21.292522156,20.9143768467,20.9628582001,6343600,0.0,0.0
2025-11-21T05:00:00.000Z,21.0598157552,21.4379628877,21.0113362545,21.3216094971,7353000,0.0,0.0
2025-11-24T05:00:00.000Z,21.3603955287,21.3991787611,21.1082980456,21.2537384033,11595600,0.0,0.0
2025-11-25T05:00:00.000Z,21.3313060246,21.7773233538,21.3119134844,21.757932663,10338300,0.0,0.0
2025-11-26T05:00:00.000Z,21.7676293737,22.1069895878,21.7579331034,21.9809417725,7243600,0.0,0.0
2025-11-28T05:00:00.000Z,21.9906373654,22.1554702569,21.9906373654,22.1069889069,4235800,0.0,0.0
2025-12-01T05:00:00.000Z,21.9906390018,22.2427364928,21.9421576481,22.1845588684,7345300,0.0,0.0
2025-12-02T05:00:00.000Z,22.2330392618,22.281518764,22.097295176,22.1166858673,4532800,0.0,0.0
2025-12-03T05:00:00.000Z,22.1748641809,22.2427362258,22.0197257003,22.1263828278,6783000,0.0,0.0
2025-12-04T05:00:00.000Z,22.1263832522,22.2330403817,21.9712466181,22.0779037476,6321900,0.0,0.0
2025-12-05T05:00:00.000Z,22.0875992305,22.2427358592,22.0875992305,22.1748638153,5100300,0.0,0.0
2025-12-08T05:00:00.000Z,22.2039508688,22.2233434098,21.9324626923,21.9324626923,8231200,0.0,0.0
2025-12-09T05:00:00.000Z,21.9518537412,22.087599681,21.612493515,21.612493515,6444700,0.0,0.0
2025-12-10T05:00:00.000Z,21.6318833625,21.8258050694,21.5834038605,21.7094516754,7343300,0.0,0.0
